complaint_id,shipment_id,customer_id,product_id,complaint_datetime,complaint_text,sentiment_label,named_entities,resolution_status
CMP-000194,SHP-003564,CUST-0117,PRD-041,2026-03-11 14:00:00,late delivery caused line stoppage at customer site. Product=Control Board 041; shipment=SHP-003564; probable root cause=logistics.,negative,PRODUCT:PRD-041;SHIPMENT:SHP-003564;CAUSE:logistics,open
CMP-000195,SHP-000236,CUST-0031,PRD-025,2026-08-03 14:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 025; shipment=SHP-000236; probable root cause=production_delay.,negative,PRODUCT:PRD-025;SHIPMENT:SHP-000236;CAUSE:production_delay,closed
CMP-000196,SHP-001507,CUST-0032,PRD-064,2025-10-17 10:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 064; shipment=SHP-001507; probable root cause=logistics.,negative,PRODUCT:PRD-064;SHIPMENT:SHP-001507;CAUSE:logistics,closed
CMP-000197,SHP-004930,CUST-0043,PRD-059,2025-11-11 09:00:00,wrong label on carton created receiving delay. Product=Control Board 059; shipment=SHP-004930; probable root cause=on_time.,negative,PRODUCT:PRD-059;SHIPMENT:SHP-004930;CAUSE:on_time,closed
CMP-000198,SHP-000501,CUST-0119,PRD-067,2025-11-01 11:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 067; shipment=SHP-000501; probable root cause=production_delay.,negative,PRODUCT:PRD-067;SHIPMENT:SHP-000501;CAUSE:production_delay,closed
CMP-000199,SHP-001556,CUST-0108,PRD-063,2025-09-07 18:00:00,delivery arrived early and quality was acceptable. Product=Industrial Switch 063; shipment=SHP-001556; probable root cause=on_time.,positive,PRODUCT:PRD-063;SHIPMENT:SHP-001556;CAUSE:on_time,closed
CMP-000200,SHP-004609,CUST-0030,PRD-045,2026-07-23 10:00:00,technical support resolved the issue quickly. Product=Control Board 045; shipment=SHP-004609; probable root cause=logistics.,positive,PRODUCT:PRD-045;SHIPMENT:SHP-004609;CAUSE:logistics,closed
CMP-000201,SHP-004546,CUST-0097,PRD-017,2026-01-14 16:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 017; shipment=SHP-004546; probable root cause=production_delay.,negative,PRODUCT:PRD-017;SHIPMENT:SHP-004546;CAUSE:production_delay,closed
CMP-000202,SHP-004292,CUST-0025,PRD-022,2026-07-16 09:00:00,packaging was damaged but components passed inspection. Product=Industrial Switch 022; shipment=SHP-004292; probable root cause=production_delay.,neutral,PRODUCT:PRD-022;SHIPMENT:SHP-004292;CAUSE:production_delay,closed
CMP-000203,SHP-002426,CUST-0116,PRD-059,2026-06-17 12:00:00,wrong label on carton created receiving delay. Product=Control Board 059; shipment=SHP-002426; probable root cause=on_time.,negative,PRODUCT:PRD-059;SHIPMENT:SHP-002426;CAUSE:on_time,closed
CMP-000204,SHP-002603,CUST-0086,PRD-057,2025-10-12 17:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 057; shipment=SHP-002603; probable root cause=quality_hold.,negative,PRODUCT:PRD-057;SHIPMENT:SHP-002603;CAUSE:quality_hold,closed
CMP-000205,SHP-003098,CUST-0031,PRD-016,2026-07-08 12:00:00,packaging was damaged but components passed inspection. Product=Connector 016; shipment=SHP-003098; probable root cause=logistics.,neutral,PRODUCT:PRD-016;SHIPMENT:SHP-003098;CAUSE:logistics,closed
CMP-000206,SHP-003563,CUST-0035,PRD-070,2026-01-16 19:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 070; shipment=SHP-003563; probable root cause=production_delay.,negative,PRODUCT:PRD-070;SHIPMENT:SHP-003563;CAUSE:production_delay,closed
CMP-000207,SHP-003818,CUST-0106,PRD-064,2025-10-19 15:00:00,dimension deviation found during final assembly. Product=Power Unit 064; shipment=SHP-003818; probable root cause=on_time.,negative,PRODUCT:PRD-064;SHIPMENT:SHP-003818;CAUSE:on_time,closed
CMP-000208,SHP-002823,CUST-0032,PRD-010,2025-09-11 19:00:00,technical support resolved the issue quickly. Product=Power Unit 010; shipment=SHP-002823; probable root cause=on_time.,positive,PRODUCT:PRD-010;SHIPMENT:SHP-002823;CAUSE:on_time,under_review
CMP-000209,SHP-001325,CUST-0079,PRD-008,2026-06-19 08:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 008; shipment=SHP-001325; probable root cause=logistics.,negative,PRODUCT:PRD-008;SHIPMENT:SHP-001325;CAUSE:logistics,closed
CMP-000210,SHP-004057,CUST-0066,PRD-044,2025-10-23 09:00:00,packaging was damaged but components passed inspection. Product=Sensor Module 044; shipment=SHP-004057; probable root cause=on_time.,neutral,PRODUCT:PRD-044;SHIPMENT:SHP-004057;CAUSE:on_time,closed
CMP-000211,SHP-000152,CUST-0032,PRD-070,2026-06-24 15:00:00,packaging was damaged but components passed inspection. Product=Industrial Switch 070; shipment=SHP-000152; probable root cause=on_time.,neutral,PRODUCT:PRD-070;SHIPMENT:SHP-000152;CAUSE:on_time,closed
CMP-000212,SHP-004782,CUST-0024,PRD-026,2026-02-09 18:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 026; shipment=SHP-004782; probable root cause=quality_hold.,negative,PRODUCT:PRD-026;SHIPMENT:SHP-004782;CAUSE:quality_hold,under_review
CMP-000213,SHP-001685,CUST-0027,PRD-005,2025-12-05 14:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 005; shipment=SHP-001685; probable root cause=material_shortage.,negative,PRODUCT:PRD-005;SHIPMENT:SHP-001685;CAUSE:material_shortage,closed
CMP-000214,SHP-004456,CUST-0042,PRD-004,2026-06-16 13:00:00,late delivery caused line stoppage at customer site. Product=Control Board 004; shipment=SHP-004456; probable root cause=quality_hold.,negative,PRODUCT:PRD-004;SHIPMENT:SHP-004456;CAUSE:quality_hold,open
CMP-000215,SHP-004823,CUST-0104,PRD-041,2026-01-08 16:00:00,delivery arrived early and quality was acceptable. Product=Control Board 041; shipment=SHP-004823; probable root cause=material_shortage.,positive,PRODUCT:PRD-041;SHIPMENT:SHP-004823;CAUSE:material_shortage,closed
CMP-000216,SHP-004904,CUST-0016,PRD-007,2026-03-27 11:00:00,wrong label on carton created receiving delay. Product=Control Board 007; shipment=SHP-004904; probable root cause=on_time.,negative,PRODUCT:PRD-007;SHIPMENT:SHP-004904;CAUSE:on_time,closed
CMP-000217,SHP-002529,CUST-0089,PRD-011,2025-12-12 12:00:00,technical support resolved the issue quickly. Product=Industrial Switch 011; shipment=SHP-002529; probable root cause=on_time.,positive,PRODUCT:PRD-011;SHIPMENT:SHP-002529;CAUSE:on_time,under_review
CMP-000218,SHP-001641,CUST-0058,PRD-019,2026-02-10 10:00:00,technical support resolved the issue quickly. Product=Control Board 019; shipment=SHP-001641; probable root cause=production_delay.,positive,PRODUCT:PRD-019;SHIPMENT:SHP-001641;CAUSE:production_delay,open
CMP-000219,SHP-001840,CUST-0004,PRD-060,2025-11-12 17:00:00,late delivery caused line stoppage at customer site. Product=Connector 060; shipment=SHP-001840; probable root cause=on_time.,negative,PRODUCT:PRD-060;SHIPMENT:SHP-001840;CAUSE:on_time,closed
CMP-000220,SHP-004319,CUST-0037,PRD-030,2026-04-16 15:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 030; shipment=SHP-004319; probable root cause=production_delay.,negative,PRODUCT:PRD-030;SHIPMENT:SHP-004319;CAUSE:production_delay,closed
CMP-000221,SHP-002541,CUST-0108,PRD-049,2025-10-01 10:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 049; shipment=SHP-002541; probable root cause=logistics.,negative,PRODUCT:PRD-049;SHIPMENT:SHP-002541;CAUSE:logistics,closed
CMP-000222,SHP-003153,CUST-0082,PRD-042,2025-10-21 19:00:00,dimension deviation found during final assembly. Product=Connector 042; shipment=SHP-003153; probable root cause=production_delay.,negative,PRODUCT:PRD-042;SHIPMENT:SHP-003153;CAUSE:production_delay,closed
CMP-000223,SHP-004745,CUST-0107,PRD-046,2026-06-21 18:00:00,late delivery caused line stoppage at customer site. Product=Control Board 046; shipment=SHP-004745; probable root cause=logistics.,negative,PRODUCT:PRD-046;SHIPMENT:SHP-004745;CAUSE:logistics,under_review
CMP-000224,SHP-004793,CUST-0017,PRD-066,2026-04-09 08:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 066; shipment=SHP-004793; probable root cause=production_delay.,negative,PRODUCT:PRD-066;SHIPMENT:SHP-004793;CAUSE:production_delay,under_review
CMP-000225,SHP-000253,CUST-0072,PRD-073,2025-12-22 11:00:00,late delivery caused line stoppage at customer site. Product=Connector 073; shipment=SHP-000253; probable root cause=production_delay.,negative,PRODUCT:PRD-073;SHIPMENT:SHP-000253;CAUSE:production_delay,under_review
CMP-000226,SHP-001874,CUST-0018,PRD-066,2026-02-25 17:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 066; shipment=SHP-001874; probable root cause=production_delay.,negative,PRODUCT:PRD-066;SHIPMENT:SHP-001874;CAUSE:production_delay,open
CMP-000227,SHP-000088,CUST-0027,PRD-020,2026-01-12 12:00:00,wrong label on carton created receiving delay. Product=Control Board 020; shipment=SHP-000088; probable root cause=production_delay.,negative,PRODUCT:PRD-020;SHIPMENT:SHP-000088;CAUSE:production_delay,under_review
CMP-000228,SHP-003029,CUST-0098,PRD-017,2025-11-15 19:00:00,wrong label on carton created receiving delay. Product=Metal Housing 017; shipment=SHP-003029; probable root cause=on_time.,negative,PRODUCT:PRD-017;SHIPMENT:SHP-003029;CAUSE:on_time,open
CMP-000229,SHP-000860,CUST-0025,PRD-070,2026-01-16 10:00:00,packaging was damaged but components passed inspection. Product=Industrial Switch 070; shipment=SHP-000860; probable root cause=logistics.,neutral,PRODUCT:PRD-070;SHIPMENT:SHP-000860;CAUSE:logistics,closed
CMP-000230,SHP-002219,CUST-0105,PRD-043,2026-01-06 14:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 043; shipment=SHP-002219; probable root cause=logistics.,negative,PRODUCT:PRD-043;SHIPMENT:SHP-002219;CAUSE:logistics,under_review
CMP-000231,SHP-001511,CUST-0060,PRD-079,2026-01-10 19:00:00,surface scratch detected on incoming parts. Product=Connector 079; shipment=SHP-001511; probable root cause=on_time.,negative,PRODUCT:PRD-079;SHIPMENT:SHP-001511;CAUSE:on_time,closed
CMP-000232,SHP-004250,CUST-0117,PRD-040,2026-03-11 11:00:00,late delivery caused line stoppage at customer site. Product=Control Board 040; shipment=SHP-004250; probable root cause=production_delay.,negative,PRODUCT:PRD-040;SHIPMENT:SHP-004250;CAUSE:production_delay,closed
CMP-000233,SHP-003879,CUST-0033,PRD-001,2025-12-16 08:00:00,dimension deviation found during final assembly. Product=Sensor Module 001; shipment=SHP-003879; probable root cause=on_time.,negative,PRODUCT:PRD-001;SHIPMENT:SHP-003879;CAUSE:on_time,under_review
CMP-000234,SHP-002494,CUST-0119,PRD-039,2026-01-13 15:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 039; shipment=SHP-002494; probable root cause=logistics.,negative,PRODUCT:PRD-039;SHIPMENT:SHP-002494;CAUSE:logistics,closed
CMP-000235,SHP-004681,CUST-0012,PRD-051,2026-04-29 13:00:00,late delivery caused line stoppage at customer site. Product=Control Board 051; shipment=SHP-004681; probable root cause=on_time.,negative,PRODUCT:PRD-051;SHIPMENT:SHP-004681;CAUSE:on_time,under_review
CMP-000236,SHP-000715,CUST-0112,PRD-078,2025-10-19 17:00:00,late delivery caused line stoppage at customer site. Product=Connector 078; shipment=SHP-000715; probable root cause=material_shortage.,negative,PRODUCT:PRD-078;SHIPMENT:SHP-000715;CAUSE:material_shortage,closed
CMP-000237,SHP-002038,CUST-0100,PRD-042,2025-12-25 17:00:00,late delivery caused line stoppage at customer site. Product=Connector 042; shipment=SHP-002038; probable root cause=logistics.,negative,PRODUCT:PRD-042;SHIPMENT:SHP-002038;CAUSE:logistics,closed
CMP-000238,SHP-002211,CUST-0034,PRD-051,2025-09-17 16:00:00,late delivery caused line stoppage at customer site. Product=Control Board 051; shipment=SHP-002211; probable root cause=production_delay.,negative,PRODUCT:PRD-051;SHIPMENT:SHP-002211;CAUSE:production_delay,open
CMP-000239,SHP-001210,CUST-0015,PRD-072,2025-09-19 15:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 072; shipment=SHP-001210; probable root cause=production_delay.,negative,PRODUCT:PRD-072;SHIPMENT:SHP-001210;CAUSE:production_delay,closed
CMP-000240,SHP-000653,CUST-0070,PRD-034,2026-06-09 09:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 034; shipment=SHP-000653; probable root cause=material_shortage.,negative,PRODUCT:PRD-034;SHIPMENT:SHP-000653;CAUSE:material_shortage,under_review
CMP-000241,SHP-002532,CUST-0051,PRD-068,2026-01-15 10:00:00,delivery arrived early and quality was acceptable. Product=Connector 068; shipment=SHP-002532; probable root cause=on_time.,positive,PRODUCT:PRD-068;SHIPMENT:SHP-002532;CAUSE:on_time,open
CMP-000242,SHP-002952,CUST-0109,PRD-054,2026-04-01 10:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 054; shipment=SHP-002952; probable root cause=quality_hold.,negative,PRODUCT:PRD-054;SHIPMENT:SHP-002952;CAUSE:quality_hold,closed
CMP-000243,SHP-002374,CUST-0034,PRD-005,2025-11-21 14:00:00,wrong label on carton created receiving delay. Product=Industrial Switch 005; shipment=SHP-002374; probable root cause=on_time.,negative,PRODUCT:PRD-005;SHIPMENT:SHP-002374;CAUSE:on_time,closed
CMP-000244,SHP-002440,CUST-0042,PRD-063,2026-06-11 19:00:00,wrong label on carton created receiving delay. Product=Industrial Switch 063; shipment=SHP-002440; probable root cause=production_delay.,negative,PRODUCT:PRD-063;SHIPMENT:SHP-002440;CAUSE:production_delay,closed
CMP-000245,SHP-002168,CUST-0091,PRD-014,2026-01-07 12:00:00,packaging was damaged but components passed inspection. Product=Industrial Switch 014; shipment=SHP-002168; probable root cause=production_delay.,neutral,PRODUCT:PRD-014;SHIPMENT:SHP-002168;CAUSE:production_delay,under_review
CMP-000246,SHP-004818,CUST-0081,PRD-060,2025-10-29 08:00:00,late delivery caused line stoppage at customer site. Product=Connector 060; shipment=SHP-004818; probable root cause=production_delay.,negative,PRODUCT:PRD-060;SHIPMENT:SHP-004818;CAUSE:production_delay,closed
CMP-000247,SHP-003549,CUST-0064,PRD-068,2026-03-18 10:00:00,late delivery caused line stoppage at customer site. Product=Connector 068; shipment=SHP-003549; probable root cause=production_delay.,negative,PRODUCT:PRD-068;SHIPMENT:SHP-003549;CAUSE:production_delay,closed
CMP-000248,SHP-003492,CUST-0001,PRD-069,2026-02-22 10:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 069; shipment=SHP-003492; probable root cause=production_delay.,negative,PRODUCT:PRD-069;SHIPMENT:SHP-003492;CAUSE:production_delay,open
CMP-000249,SHP-003605,CUST-0090,PRD-042,2026-07-05 15:00:00,late delivery caused line stoppage at customer site. Product=Connector 042; shipment=SHP-003605; probable root cause=quality_hold.,negative,PRODUCT:PRD-042;SHIPMENT:SHP-003605;CAUSE:quality_hold,closed
CMP-000250,SHP-002294,CUST-0105,PRD-049,2025-10-08 18:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 049; shipment=SHP-002294; probable root cause=production_delay.,negative,PRODUCT:PRD-049;SHIPMENT:SHP-002294;CAUSE:production_delay,closed
CMP-000251,SHP-002623,CUST-0083,PRD-079,2025-09-22 17:00:00,late delivery caused line stoppage at customer site. Product=Connector 079; shipment=SHP-002623; probable root cause=production_delay.,negative,PRODUCT:PRD-079;SHIPMENT:SHP-002623;CAUSE:production_delay,closed
CMP-000252,SHP-002996,CUST-0104,PRD-078,2025-09-11 08:00:00,wrong label on carton created receiving delay. Product=Connector 078; shipment=SHP-002996; probable root cause=on_time.,negative,PRODUCT:PRD-078;SHIPMENT:SHP-002996;CAUSE:on_time,under_review
CMP-000253,SHP-004959,CUST-0079,PRD-075,2025-11-25 15:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 075; shipment=SHP-004959; probable root cause=on_time.,negative,PRODUCT:PRD-075;SHIPMENT:SHP-004959;CAUSE:on_time,closed
CMP-000254,SHP-005115,CUST-0018,PRD-054,2026-07-06 11:00:00,delivery arrived early and quality was acceptable. Product=Power Unit 054; shipment=SHP-005115; probable root cause=production_delay.,positive,PRODUCT:PRD-054;SHIPMENT:SHP-005115;CAUSE:production_delay,open
CMP-000255,SHP-004193,CUST-0019,PRD-074,2026-04-02 16:00:00,dimension deviation found during final assembly. Product=Sensor Module 074; shipment=SHP-004193; probable root cause=on_time.,negative,PRODUCT:PRD-074;SHIPMENT:SHP-004193;CAUSE:on_time,under_review
CMP-000256,SHP-000482,CUST-0030,PRD-070,2026-03-08 10:00:00,delivery arrived early and quality was acceptable. Product=Industrial Switch 070; shipment=SHP-000482; probable root cause=on_time.,positive,PRODUCT:PRD-070;SHIPMENT:SHP-000482;CAUSE:on_time,under_review
CMP-000257,SHP-002447,CUST-0021,PRD-058,2025-12-08 19:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 058; shipment=SHP-002447; probable root cause=quality_hold.,negative,PRODUCT:PRD-058;SHIPMENT:SHP-002447;CAUSE:quality_hold,closed
CMP-000258,SHP-004582,CUST-0083,PRD-062,2026-04-12 10:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 062; shipment=SHP-004582; probable root cause=production_delay.,negative,PRODUCT:PRD-062;SHIPMENT:SHP-004582;CAUSE:production_delay,closed
CMP-000259,SHP-004874,CUST-0089,PRD-069,2026-01-05 17:00:00,dimension deviation found during final assembly. Product=Sensor Module 069; shipment=SHP-004874; probable root cause=on_time.,negative,PRODUCT:PRD-069;SHIPMENT:SHP-004874;CAUSE:on_time,closed
CMP-000260,SHP-003867,CUST-0038,PRD-026,2026-04-13 10:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 026; shipment=SHP-003867; probable root cause=material_shortage.,negative,PRODUCT:PRD-026;SHIPMENT:SHP-003867;CAUSE:material_shortage,closed
CMP-000261,SHP-002622,CUST-0022,PRD-075,2026-07-03 15:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 075; shipment=SHP-002622; probable root cause=production_delay.,negative,PRODUCT:PRD-075;SHIPMENT:SHP-002622;CAUSE:production_delay,under_review
CMP-000262,SHP-005142,CUST-0005,PRD-043,2026-05-04 10:00:00,packaging was damaged but components passed inspection. Product=Industrial Switch 043; shipment=SHP-005142; probable root cause=production_delay.,neutral,PRODUCT:PRD-043;SHIPMENT:SHP-005142;CAUSE:production_delay,closed
CMP-000263,SHP-001879,CUST-0036,PRD-009,2026-06-04 15:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 009; shipment=SHP-001879; probable root cause=logistics.,negative,PRODUCT:PRD-009;SHIPMENT:SHP-001879;CAUSE:logistics,open
CMP-000264,SHP-002065,CUST-0036,PRD-003,2025-11-27 10:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 003; shipment=SHP-002065; probable root cause=logistics.,negative,PRODUCT:PRD-003;SHIPMENT:SHP-002065;CAUSE:logistics,open
CMP-000265,SHP-005106,CUST-0077,PRD-033,2026-02-07 10:00:00,late delivery caused line stoppage at customer site. Product=Control Board 033; shipment=SHP-005106; probable root cause=production_delay.,negative,PRODUCT:PRD-033;SHIPMENT:SHP-005106;CAUSE:production_delay,closed
CMP-000266,SHP-003423,CUST-0033,PRD-010,2026-02-22 11:00:00,dimension deviation found during final assembly. Product=Power Unit 010; shipment=SHP-003423; probable root cause=on_time.,negative,PRODUCT:PRD-010;SHIPMENT:SHP-003423;CAUSE:on_time,closed
CMP-000267,SHP-000209,CUST-0105,PRD-046,2025-12-15 19:00:00,late delivery caused line stoppage at customer site. Product=Control Board 046; shipment=SHP-000209; probable root cause=material_shortage.,negative,PRODUCT:PRD-046;SHIPMENT:SHP-000209;CAUSE:material_shortage,under_review
CMP-000268,SHP-004926,CUST-0003,PRD-032,2026-03-14 16:00:00,packaging was damaged but components passed inspection. Product=Connector 032; shipment=SHP-004926; probable root cause=logistics.,neutral,PRODUCT:PRD-032;SHIPMENT:SHP-004926;CAUSE:logistics,under_review
CMP-000269,SHP-000866,CUST-0092,PRD-043,2026-04-19 15:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 043; shipment=SHP-000866; probable root cause=material_shortage.,negative,PRODUCT:PRD-043;SHIPMENT:SHP-000866;CAUSE:material_shortage,closed
CMP-000270,SHP-003480,CUST-0085,PRD-058,2026-05-14 16:00:00,technical support resolved the issue quickly. Product=Sensor Module 058; shipment=SHP-003480; probable root cause=on_time.,positive,PRODUCT:PRD-058;SHIPMENT:SHP-003480;CAUSE:on_time,closed
CMP-000271,SHP-000888,CUST-0051,PRD-041,2025-11-05 16:00:00,dimension deviation found during final assembly. Product=Control Board 041; shipment=SHP-000888; probable root cause=production_delay.,negative,PRODUCT:PRD-041;SHIPMENT:SHP-000888;CAUSE:production_delay,open
CMP-000272,SHP-004342,CUST-0068,PRD-001,2026-01-09 10:00:00,technical support resolved the issue quickly. Product=Sensor Module 001; shipment=SHP-004342; probable root cause=quality_hold.,positive,PRODUCT:PRD-001;SHIPMENT:SHP-004342;CAUSE:quality_hold,closed
CMP-000273,SHP-001125,CUST-0100,PRD-038,2026-07-22 15:00:00,late delivery caused line stoppage at customer site. Product=Connector 038; shipment=SHP-001125; probable root cause=logistics.,negative,PRODUCT:PRD-038;SHIPMENT:SHP-001125;CAUSE:logistics,closed
CMP-000274,SHP-004712,CUST-0019,PRD-040,2026-03-14 14:00:00,late delivery caused line stoppage at customer site. Product=Control Board 040; shipment=SHP-004712; probable root cause=production_delay.,negative,PRODUCT:PRD-040;SHIPMENT:SHP-004712;CAUSE:production_delay,closed
CMP-000275,SHP-004000,CUST-0101,PRD-018,2025-11-22 13:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 018; shipment=SHP-004000; probable root cause=production_delay.,negative,PRODUCT:PRD-018;SHIPMENT:SHP-004000;CAUSE:production_delay,closed
CMP-000276,SHP-000643,CUST-0040,PRD-059,2025-12-02 11:00:00,delivery arrived early and quality was acceptable. Product=Control Board 059; shipment=SHP-000643; probable root cause=production_delay.,positive,PRODUCT:PRD-059;SHIPMENT:SHP-000643;CAUSE:production_delay,closed
CMP-000277,SHP-003349,CUST-0029,PRD-040,2026-01-12 18:00:00,wrong label on carton created receiving delay. Product=Control Board 040; shipment=SHP-003349; probable root cause=material_shortage.,negative,PRODUCT:PRD-040;SHIPMENT:SHP-003349;CAUSE:material_shortage,open
CMP-000278,SHP-000732,CUST-0091,PRD-059,2025-12-04 09:00:00,late delivery caused line stoppage at customer site. Product=Control Board 059; shipment=SHP-000732; probable root cause=production_delay.,negative,PRODUCT:PRD-059;SHIPMENT:SHP-000732;CAUSE:production_delay,under_review
CMP-000279,SHP-001229,CUST-0093,PRD-049,2026-05-11 08:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 049; shipment=SHP-001229; probable root cause=logistics.,negative,PRODUCT:PRD-049;SHIPMENT:SHP-001229;CAUSE:logistics,closed
CMP-000280,SHP-002669,CUST-0119,PRD-064,2026-07-14 11:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 064; shipment=SHP-002669; probable root cause=production_delay.,negative,PRODUCT:PRD-064;SHIPMENT:SHP-002669;CAUSE:production_delay,under_review
CMP-000281,SHP-005164,CUST-0070,PRD-014,2026-04-20 16:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 014; shipment=SHP-005164; probable root cause=logistics.,negative,PRODUCT:PRD-014;SHIPMENT:SHP-005164;CAUSE:logistics,open
CMP-000282,SHP-000261,CUST-0062,PRD-075,2026-06-09 12:00:00,delivery arrived early and quality was acceptable. Product=Industrial Switch 075; shipment=SHP-000261; probable root cause=production_delay.,positive,PRODUCT:PRD-075;SHIPMENT:SHP-000261;CAUSE:production_delay,closed
CMP-000283,SHP-004799,CUST-0080,PRD-030,2026-04-25 19:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 030; shipment=SHP-004799; probable root cause=production_delay.,negative,PRODUCT:PRD-030;SHIPMENT:SHP-004799;CAUSE:production_delay,closed
CMP-000284,SHP-001915,CUST-0084,PRD-067,2025-12-07 08:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 067; shipment=SHP-001915; probable root cause=production_delay.,negative,PRODUCT:PRD-067;SHIPMENT:SHP-001915;CAUSE:production_delay,closed
CMP-000285,SHP-005146,CUST-0085,PRD-067,2025-10-13 13:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 067; shipment=SHP-005146; probable root cause=logistics.,negative,PRODUCT:PRD-067;SHIPMENT:SHP-005146;CAUSE:logistics,open
CMP-000286,SHP-003932,CUST-0079,PRD-007,2025-12-09 19:00:00,surface scratch detected on incoming parts. Product=Control Board 007; shipment=SHP-003932; probable root cause=production_delay.,negative,PRODUCT:PRD-007;SHIPMENT:SHP-003932;CAUSE:production_delay,open
CMP-000287,SHP-004784,CUST-0055,PRD-048,2025-10-05 13:00:00,dimension deviation found during final assembly. Product=Power Unit 048; shipment=SHP-004784; probable root cause=production_delay.,negative,PRODUCT:PRD-048;SHIPMENT:SHP-004784;CAUSE:production_delay,closed
CMP-000288,SHP-004949,CUST-0021,PRD-005,2025-11-08 14:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 005; shipment=SHP-004949; probable root cause=logistics.,negative,PRODUCT:PRD-005;SHIPMENT:SHP-004949;CAUSE:logistics,open
CMP-000289,SHP-000048,CUST-0086,PRD-010,2026-01-14 11:00:00,delivery arrived early and quality was acceptable. Product=Power Unit 010; shipment=SHP-000048; probable root cause=on_time.,positive,PRODUCT:PRD-010;SHIPMENT:SHP-000048;CAUSE:on_time,closed
CMP-000290,SHP-000898,CUST-0086,PRD-077,2026-04-09 18:00:00,delivery arrived early and quality was acceptable. Product=Control Board 077; shipment=SHP-000898; probable root cause=production_delay.,positive,PRODUCT:PRD-077;SHIPMENT:SHP-000898;CAUSE:production_delay,under_review
CMP-000291,SHP-005155,CUST-0077,PRD-041,2025-10-31 10:00:00,late delivery caused line stoppage at customer site. Product=Control Board 041; shipment=SHP-005155; probable root cause=production_delay.,negative,PRODUCT:PRD-041;SHIPMENT:SHP-005155;CAUSE:production_delay,open
CMP-000292,SHP-003985,CUST-0019,PRD-080,2026-05-16 10:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 080; shipment=SHP-003985; probable root cause=production_delay.,negative,PRODUCT:PRD-080;SHIPMENT:SHP-003985;CAUSE:production_delay,closed
CMP-000293,SHP-003704,CUST-0072,PRD-037,2025-10-13 18:00:00,late delivery caused line stoppage at customer site. Product=Control Board 037; shipment=SHP-003704; probable root cause=logistics.,negative,PRODUCT:PRD-037;SHIPMENT:SHP-003704;CAUSE:logistics,open
CMP-000294,SHP-003655,CUST-0098,PRD-041,2026-02-26 18:00:00,late delivery caused line stoppage at customer site. Product=Control Board 041; shipment=SHP-003655; probable root cause=production_delay.,negative,PRODUCT:PRD-041;SHIPMENT:SHP-003655;CAUSE:production_delay,under_review
CMP-000295,SHP-003221,CUST-0013,PRD-013,2026-01-13 16:00:00,wrong label on carton created receiving delay. Product=Industrial Switch 013; shipment=SHP-003221; probable root cause=on_time.,negative,PRODUCT:PRD-013;SHIPMENT:SHP-003221;CAUSE:on_time,under_review
CMP-000296,SHP-001185,CUST-0113,PRD-059,2025-12-16 14:00:00,surface scratch detected on incoming parts. Product=Control Board 059; shipment=SHP-001185; probable root cause=production_delay.,negative,PRODUCT:PRD-059;SHIPMENT:SHP-001185;CAUSE:production_delay,open
CMP-000297,SHP-004652,CUST-0049,PRD-023,2026-03-13 19:00:00,delivery arrived early and quality was acceptable. Product=Power Unit 023; shipment=SHP-004652; probable root cause=on_time.,positive,PRODUCT:PRD-023;SHIPMENT:SHP-004652;CAUSE:on_time,closed
